market_name,mic,operating_mic,website
"LIQUIDNET, INC. H2O ATS",LIUH,LIUS,WWW.LIQUIDNET.COM
"LIQUIDNET, INC. FIXED INCOME ATS",LIFI,LIUS,WWW.LIQUIDNET.COM
LMAX - DERIVATIVES,LMAD,LMAX,WWW.LMAX.COM
LMAX,LMAX,LMAX,WWW.MTF.LMAX.COM/
OTC MARKET,LOTC,LOTC,WWW.LOTCE.COM
PLUS DERIVATIVES EXCHANGE,PLDX,LOTC,WWW.PLUS-DX.COM
LONDON PLATINUM AND PALLADIUM MARKET,LPPM,LPPM,WWW.LPPM.ORG.UK
LUMINEX TRADING & ANALYTICS LLC - ATS,LMNX,LTAA,WWW.LUMINEXTRADING.COM
LUMINEX TRADING & ANALYTICS LLC,LTAA,LTAA,WWW.LUMINEXTRADING.COM
BARCLAYS LX JAPAN,LXJP,LXJP,WWW.BARCLAYS.COM
MARKETAXESS EUROPE LIMITED,MAEL,MAEL,WWW.MARKETAXESS.COM
MARKETAXESS EUROPE LIMITED - LIVE MARKETS,MXLM,MAEL,WWW.MARKETAXESS.COM
MALDIVES STOCK EXCHANGE,MALX,MALX,WWW.MSE.COM.MV
MARKETAXESS NL B.V. - LIVE MARKETS,MXNL,MANL,WWW.MARKETAXESS.COM
MACQUARIE INTERNAL MARKETS (HONG KONG),MAQH,MAQH,WWW.MACQUARIE.COM
MACQUARIE INTERNAL MARKETS (JAPAN),MAQJ,MAQJ,WWW.MACQUARIE.COM
MACQUARIE INTERNAL MARKETS (AUSTRALIA),MAQX,MAQX,WWW.MACQUARIE.COM
MATCH NOW,MATN,MATN,WWW.TRIACTCANADA.COM
MATRIX LIMITED,MATX,MATX,WWW.MATRIX.CO
MTF SOFIA,MBUL,MBUL,WWW.CAPMAN.BG
CURRENEX MTF - RFQ,MCXR,MCUR,WWW.CURRENEX.COM
CURRENEX MTF - STREAMING,MCXS,MCUR,WWW.CURRENEX.COM
CURRENEX MTF,MCUR,MCUR,WWW.CURRENEX.COM
"MEDIP  (MTS PORTUGAL SGMR, SA)",MDIP,MDIP,WWW.MTSPORTUGAL.COM
MACQUARIE EXECUTION (AU),MEAU,MEAU,WWW.MACQUARIE.COM
MACQUARIE EXECUTION (HK),MEHK,MEHK,WWW.MACQUARIE.COM
MF GLOBAL ENERGY MTF,MFGL,MFGL,WWW.MFGLOBAL.COM
MERCADO ORGANIZADO DEL GAS,MIBG,MIBG,WWW.MERCADOSGAS.OMIE.ES
MIAX PEARL EQUITIES,EPRL,MIHI,WWW.MIAXEQUITIES.COM
"MIAX PEARL, LLC",MPRL,MIHI,WWW.MIAXOPTIONS.COM
"MIAMI INTERNATIONAL HOLDINGS, INC.",MIHI,MIHI,WWW.MIAXOPTIONS.COM
MIAMI INTERNATIONAL SECURITIES EXCHANGE,XMIO,MIHI,WWW.MIAXOPTIONS.COM
MIZUHO INTERNAL CROSSING,MIZX,MIZX,WWW.MIZUHO-SC.COM
BANK OF AMERICA - MERRILL LYNCH VWAP CROSS - EUROPE,MLVE,MLXN,HTTP://CORP.BANKOFAMERICA.COM/BUSINESS/CI/TRADER-INSTINCT
BANK OF AMERICA - MERRILL LYNCH OTC - EUROPE,MLEU,MLXN,HTTP://CORP.BANKOFAMERICA.COM/BUSINESS/CI/TRADER-INSTINCT
MORGAN STANLEY AUSTRALIA SECURITIES LIMITED,MSAL,MSAL,WWW.MORGANSTANLEY.COM
MS POOL,MSPL,MSCO,WWW.MORGANSTANLEY.COM
MS TRAJECTORY CROSSING ATS,MSTC,MSCO,WWW.MORGANSTANLEY.COM
MORGAN STANLEY AND CO. LLC,MSCO,MSCO,WWW.MORGANSTANLEY.COM
MS TRAJECTORY CROSS,MSTX,MSCO,WWW.MORGANSTANLEY.COM
MORGAN STANLEY AUTOMATED LIQUIDITY PROVISION,MSLP,MSCO,WWW.MORGANSTANLEY.COM
MORGAN STANLEY AND CO. INTERNATIONAL PLC,MSIP,MSIP,WWW.MORGANSTANLEY.COM
"MORGAN STANLEY MUFG SECURITIES CO., LTD",MSMS,MSMS,WWW.MORGANSTANLEYMUFG.COM
BONDVISION US,BVUS,MTUS,WWW.MTSMARKETS.COM
MTS BONDS.COM,MTSB,MTUS,WWW.MTSMARKETS.COM/PRODUCTS/MTS-BONDS-COM
MARKETAXESS SEF CORPORATION,MTXS,MTXX,WWW.MARKETAXESS.COM
MARKETAXESS CORPORATION SINGLE-NAME CDS CENTRAL LIMIT ORDER,MTXC,MTXX,WWW.MARKETAXESS.COM
MARKETAXESS CORPORATION MID-X TRADING SYSTEM,MTXM,MTXX,WWW.MARKETAXESS.COM
MYTREASURY,MYTR,MYTR,WWW.MYTREASURY.COM
N2EX,N2EX,N2EX,WWW.N2EX.COM
NATIONAL MERCANTILE EXCHANGE,NAMX,NAMX,WWW.NAMEX.ORG
NASDAQ BALTIC,NASB,NASB,WWW.NASDAQBALTIC.COM
NASD OTC MARKET,NASX,NASX,WWW.NASDNG.COM
NOBLE EXCHANGE,NBLX,NBLX,WWW.NOBLEX.IO
NATIONAL BOARD OF TRADE LIMITED,NBOT,NBOT,WWW.NBOTIND.ORG
PAKISTAN MERCANTILE EXCHANGE,NCEL,NCEL,WWW.PMEX.COM.PK
FIDELITY DARK,NFSD,NFSC,WWW.CAPITALMARKETS.FIDELITY.COM
FIDELITY CROSSSTREAM ATS,XSTM,NFSC,WWW.CAPITALMARKETS.FIDELITY.COM
FIDELITY CROSSSTREAM,NFSA,NFSC,WWW.CAPITALMARKETS.FIDELITY.COM
"NATIONAL FINANCIAL SERVICES, LLC",NFSC,NFSC,WWW.FIDELITYCAPITALMARKETS.COM
NATURAL GAS EXCHANGE,NGXC,NGXC,WWW.NGX.COM
NILE STOCK EXCHANGE,NILX,NILX,WWW.NILEX.EGYPTSE.COM
APX POWER NL,NLPX,NLPX,WWW.APXGROUP.COM
NATIONAL MULTI-COMMODITY EXCHANGE OF INDIA,NMCE,NMCE,WWW.NMCE.COM
NOMURA SECURITIES INTERNATIONAL,NMRA,NMRA,WWW.NOMURA.COM
NOMURA ICE  - SH,ICSH,NMRJ,WWW.NOMURA.COM
NOMURA ICE  - SZ,ICSZ,NMRJ,WWW.NOMURA.COM
NOMURA ICE  - KR,ICKR,NMRJ,WWW.NOMURA.COM
NOMURA ICE  - HK,ICHK,NMRJ,WWW.NOMURA.COM
NX SELECT JAPAN,NXSE,NMRJ,WWW.NOMURA.COM
NOMURA ICE  - TW,ICTW,NMRJ,WWW.NOMURA.COM
REGIONAL EXCHANGE CENTRE - MICEX VOLGA REGION,NNCS,NNCS,WWW.MICEX-PFO.RU
NODAL EXCHANGE,NODX,NODX,WWW.NODALEXCHANGE.COM
NOMURA OTC TRADES,NOFF,NOFF,WWW.NOMURA.COM
NORD POOL SPOT AS,NOPS,NOPS,WWW.NORDPOOLSPOT.COM
NOS CLEARING ASA,NOSC,NOSC,WWW.NOSCLEARING.COM
NORWEGIAN OVER THE COUNTER MARKET,NOTC,NOTC,WWW.NFMF.NO
GASPOINT NORDIC A/S,NPGA,NPGA,WWW.GASPOINTNORDIC.COM
BENDIGO STOCK EXCHANGE LIMITED,NSXB,NSXB,WWW.BSX.COM.AU
NX,NXEU,NXEU,WWW.NOMURA.COM
NX ATS - CROSSING PLATFORM,NXUS,NXUS,WWW.NOMURA.COM
NYMEX EUROPE LTD.,NYMX,NYMX,
NEW YORK PORTFOLIO CLEARING,NYPC,NYPC,WWW.NYPCLEAR.COM
OFEX,OFEX,OFEX,
OTCEX LLC,OLLC,OLLC,WWW.OTCEXGROUP.COM
OMI POLO ESPANOL S.A. (OMIE),OMEL,OMEL,WWW.OMIE.ES
OMEGA ATS,OMGA,OMGA,WWW.OMEGAATS.COM
LYNX ATS,LYNX,OMGA,WWW.OMEGAATS.COM
THE IBERIAN ENERGY CLEARING HOUSE,OMIC,OMIC,WWW.OMICLEAR.PT
PEX-PRIVATE EXCHANGE,OPEX,OPEX,WWW.OPEX.PT
OPTIONS PRICE REPORTING AUTHORITY,OPRA,OPRA,WWW.OPRADATA.COM
SIX X-CLEAR AG,OSLC,OSLC,WWW.SIX-SECURITIES-SERVICES.COM
OTCEX,OTCE,OTCE,WWW.OTCEXGROUP.COM
OTC EXCHANGE OF INDIA,OTCX,OTCX,WWW.OTCEI.NET
ALTERNATIVE PLATFORM FOR SPANISH SECURITIES,PAVE,PAVE,WWW.PAVEPLATFORM.COM
PHILIPPINE DEALING AND EXCHANGE CORP,PDEX,PDEX,WWW.PDEX.COM.PH
PFTS STOCK EXCHANGE,PFTS,PFTS,WWW.PFTS.COM
PFTS QUOTE DRIVEN,PFTQ,PFTS,WWW.PFTS.COM
ARITAS FINANCIAL LTD,PIEU,PIEU,WWW.PIPELINETRADING.COM
ARITAS SECURITIES LLC,PIPE,PIPE,WWW.PIPELINETRADING.COM
PIRUM,PIRM,PIRM,WWW.PIRUM.COM
"MTS PORTUGAL SGMR, SA",PMTS,PMTS,
PRAGMA ATS,PRSE,PRSE,WWW.PRAGMATRADING.COM
PVM OTF,PVMF,PVMF,WWW.PVMOIL.CO.UK
POWER EXCHANGE INDIA LTD.,PXIL,PXIL,WWW.POWEREXINDIA.COM
QLX,XQLX,QMTF,
QUOTE MTF,QMTF,QMTF,WWW.QUOTEMTF.COM
Q-WIXX PLATFORM,QWIX,QWIX,WWW.QWIXX.COM
RBS CROSS,RBSX,RBSX,WWW.RBS.COM
RIVERCROSS,RICX,RICX,WWW.RXATS.COM
RIVERCROSS DARK,RICD,RICX,WWW.RXATS.COM
TAIPEI EXCHANGE,ROCO,ROCO,WWW.TPEX.ORG.TW
ROSARIO FUTURE EXCHANGE,ROFX,ROFX,WWW.ROFEX.COM.AR
RWANDA OTC MARKET,ROTC,ROTC,WWW.RSE.RW
MOSCOW ENERGY EXCHANGE,RPDX,RPDX,WWW.MOSENEX.RU
RWANDA STOCK EXCHANGE,RSEX,RSEX,WWW.RSE.RW
REFINITIV TRANSACTION SERVICES PTE. LTD,RTSP,RTSP,WWW.REFINITIV.COM/EN/PRODUCTS/FXALL-ELECTRONIC-TRADING-PLATFORM
SOCIETY3 FUNDERSMART,S3FM,S3FM,HTTP://SOCIETY3.COM
SECDEX CLEARING LIMITED,SECC,SECC,WWW.SECDEX.NET
SECDEX DEPOSITORY LIMITED,SECD,SECD,WWW.SECDEX.NET
SECDEX EXCHANGE LIMITED,SECE,SECE,WWW.SECDEX.NET
SECFINEX,SECF,SECF,WWW.SECFINEX.COM
SECDEX DIGITAL CUSTODIAN LIMITED,SEDC,SEDC,WWW.SECDEX.NET
SISTEMA ESPECIAL DE LIQUIDACAO E CUSTODIA DE TITULOS PUBLICOS,SELC,SELC,WWW4.BCB.GOV.BR
STOCK EXCHANGE PERSPECTIVA,SEPE,SEPE,FBP.COM.UA
SHANGHAI GOLD EXCHANGE,SGEX,SGEX,WWW.SGE.SH
GOLDMAN SACH MTF,SGMA,SGMA,WWW2.GOLDMANSACHS.COM
ASSET MATCH,SHAR,SHAR,WWW.SHAREMARK.COM
D.E. SHAW,SHAW,SHAW,WWW.DESHAW.COM
D.E. SHAW DARK,SHAD,SHAW,WWW.DESHAW.COM
SIGMA X AUSTRALIA,SIGA,SIGA,WWW.GSET.GS.COM
SIGMA X JAPAN,SIGJ,SIGJ,WWW.GSET.GS.COM
SIGMA X CANADA,SIGX,SIGX,HTTP://GSET.GS.COM/
SIM VENTURE SECURITIES EXCHANGE,SIMV,SIMV,WWW.SIMVSE.COM.AU
SL-X - SECURITIES LENDING MTF,SLXT,SLXT,WWW.SL-X.COM
SINGAPORE MERCANTILE EXCHANGE PTE LTD,SMEX,SMEX,WWW.SMX.COM.SG
"TWO SIGMA SECURITIES, LLC",SOHO,SOHO,WWW.TWOSIGMASECURITIES.COM
ST. PETERSBURG INTERNATIONAL MERCANTILE EXCHANGE,SPIM,SPIM,WWW.S-PIMEX.RU
SPREADZERO,SPRZ,SPRZ,WWW.SPREADZERO.COM
SPX,SPXE,SPXE,WWW.SPX.SK
SOCIAL STOCK EXCHANGE,SSEX,SSEX,WWW.SOCIALSTOCKEXCHANGE.COM
E-EXCHANGE,SSTX,SSTX,
STOXX LIMITED - VOLATILITY INDICES,XSTV,STOX,WWW.STOXX.COM
STOXX LIMITED,STOX,STOX,WWW.STOXX.COM
STOXX LIMITED - CUSTOMIZED INDICES,XSCU,STOX,WWW.STOXX.COM
STOXX LIMITED - INDICES,XSTX,STOX,WWW.STOXX.COM
SWAPSTREAM,SWAP,SWAP,WWW.SWAPSTREAM.COM
SAXO BANK A/S,SXSI,SXSI,WWW.HOME.SAXO
TERAEXCHANGE,TERA,TERA,WWW.TERAEXCHANGE.COM
THAILAND FUTURES EXCHANGE,TFEX,TFEX,WWW.TFEX.CO.TH
TFS GREEN AUSTRALIAN GREEN MARKETS,TFSA,TFSA,WWW.TRADITION.COM
TFS GREEN UNITED STATES GREEN MARKETS,TFSU,TFSU,WWW.TRADITION.COM
VOLBROKER,TFSV,TFSV,WWW.TFSICAP.COM
TRADINGLAB,TLAB,TLAB,
TRUMID ATS,TMID,TMID,WWW.TRUMID.COM
TORA CROSSPOINT,TOCP,TOCP,WWW.TORA.COM
THE PROPERTY INVESTMENT EXCHANGE,TPIE,TPIE,WWW.PROPEX.CO.UK
THE PROPERTY INVESTMENT MARKET,TPIM,TPIM,WWW.THEPROPERTYINVESTMENTMARKET.COM
"TP SEF, INC.",TPSE,TPSE,WWW.TULLETTPREBON.COM
"TPSEF, INC - VOICE",TPSV,TPSE,WWW.TULLETTPREBON.COM
TRACK ECN,TRCK,TRCK,WWW.TRACKECN.COM
TFS VARIANCE SWAPS SYSTEM,TFSS,TRDE,
DBV-X,DBVX,TRDE,WWW.DBV-X.COM
TFS GREEN CARBON CREDIT GLOBAL MARKETS,TFSC,TRDE,WWW.TFSGREEN.COM
OILX,OILX,TRDE,WWW.TRADITION.COM
TFS CME DIRECT,TCME,TRDE,WWW.TRADITION.COM
TFS GREEN EUROPEAN GREEN MARKETS,TFSE,TRDE,WWW.TRADITION.COM
TRADEWEB EUROPE LIMITED,TREU,TREU,WWW.TRADEWEB.COM
TURQUOISE,TRQX,TRQX,WWW.TRADETURQUOISE.COM
TURQUOISE DERIVATIVES MARKET,TRQD,TRQX,WWW.TRADETURQUOISE.COM
TRUEEX LLC - SEF (SWAP EXECUTION FACILITY),TRU2,TRUX,WWW.TRUEEX.COM
TRUEEX LLC - DESIGNATED CONTRACT MARKET (DMC),TRU1,TRUX,WWW.TRUEEX.COM
TRUEEX LLC,TRUX,TRUX,WWW.TRUEEX.COM
TRADEWEB DIRECT LLC,BNDD,TRWB,WWW.TRADEWEB.COM
TRADEWEB LLC,TRWB,TRWB,WWW.TRADEWEB.COM
TW SEF LLC,TWSF,TRWB,WWW.TRADEWEB.COM
DW SEF LLC,DWSF,TRWB,WWW.TRADEWEB.COM
TRADEWEB FX OPTIONS,TRFX,TRWB,WWW.TRADEWEB.COM
TRADITION SEF,TSEF,TSEF,WWW.TRADITIONSEF.COM
TRADEWEB EU BV,TWEU,TWEU,WWW.TRADEWEB.COM
TRADEWEB EU BV - MTF,TWEM,TWEU,WWW.TRADEWEB.COM
TRADEWEB EU BV - APA,TWEA,TWEU,WWW.TRADEWEB.COM
TRADEWEB EU BV - OTF,TWEO,TWEU,WWW.TRADEWEB.COM
UBS PIN (UBS PRICE IMPROVEMENT NETWORK),UBSP,UBSA,WWW.UBS.COM/ATS
UBS PIN-FX,UBSC,UBSG,WWW.UBS.COM
UBS TRADING,UBSG,UBSG,WWW.UBS.COM
UBS FX,UBSF,UBSG,WWW.UBS.COM
UBS TRADING,UBST,UBST,WWW.UBS.COM
UBS CROSS,UBSX,UBSX,
UKRAINIAN EXCHANGE,UKEX,UKEX,WWW.UX.UA
APX POWER UK,UKPX,UKPX,WWW.APXGROUP.COM
ALT XCHANGE (U),ULTX,ULTX,WWW.ALTXUG.COM
VEGA-CHI,VEGA,VEGA,WWW.VEGA-CHI.COM
VIRTU FINANCIAL CAPITAL MARKETS LLC,VFCM,VFCM,WWW.VIRTU.COM
THE FAROESE SECURITIES MARKET,VMFX,VMFX,WWW.VMF.FO
WALL STREET ACCESS,WSAG,WSAG,WWW.WSACCESS.COM
BOURSE DES VALEURS ABIDJAN,XABJ,XABJ,
AMSTERDAM COMMODITY EXCHANGE,XACE,XACE,
ABU DHABI SECURITIES EXCHANGE,XADS,XADS,WWW.ADX.AE
AEX-AGRICULTURAL FUTURES EXCHANGE,XAEX,XAEX,
ALTERNATIVA FRANCE,XAFR,XAFR,WWW.ALTERNATIVA.FR
AFRICAN STOCK EXCHANGE,XAFX,XAFX,WWW.BHUMISHQ.COM
"ALBERTA STOCK EXCHANGE, THE",XALB,XALB,
ALGIERS STOCK EXCHANGE,XALG,XALG,
"EURONEXT COM, COMMODITIES FUTURES AND OPTIONS",XEUC,XAMS,WWW.EURONEXT.COM
EURONEXT - EURONEXT AMSTERDAM,XAMS,XAMS,WWW.EURONEXT.COM
"EURONEXT IRF, INTEREST RATE FUTURE AND OPTIONS",XEUI,XAMS,WWW.EURONEXT.COM
EURONEXT - TRADED BUT NOT LISTED AMSTERDAM,TNLA,XAMS,WWW.EURONEXT.COM
ARCA EUROPE,XHFT,XAMS,WWW.EURONEXT.COM
"EURONEXT EQF, EQUITIES AND INDICES DERIVATIVES",XEUE,XAMS,WWW.EURONEXT.COM
BEURS VAN ANTWERPEN (ANTWERP STOCK EXCHANGE),XANT,XANT,
AUSTRALIAN OPTIONS MARKET,XAOM,XAOM,
REGIONAL EXCHANGE CENTRE - MICEX FAR EAST,XAPI,XAPI,WWW.MMVBDV.RU
AUTOMATED EQUITY FINANCE MARKETS,XAQS,XAQS,WWW.QUADRISERV.COM
THE ARCHIPELAGO ECN,XARC,XARC,
ARMENIA SECURITIES EXCHANGE,XARM,XARM,WWW.AMX.AM
ASX - ALL MARKETS,XASX,XASX,WWW.ASX.COM.AU
ASX TRADEMATCH,ASXT,XASX,WWW.ASX.COM.AU
ASX BOOKBUILD,ASXB,XASX,WWW.ASX.COM.AU
ASX - VOLUMEMATCH,ASXV,XASX,WWW.ASX.COM.AU/TRADING_SERVICES/ASX-TRADE.HTM
ASX - PUREMATCH,ASXP,XASX,WWW.ASX.COM.AU/TRADING_SERVICES/ASX-TRADE.HTM
ASX - TRADE24,XSFE,XASX,WWW.SFE.COM.AU
ALPHA EXCHANGE,XATS,XATS,WWW.ALPHATRADINGSYSTEMS.CA
NEW ZEALAND STOCK EXCHANGE - AUCKLAND,XAUK,XAUK,
ARIZONA STOCK EXCHANGE,XAZX,XAZX,
BAHAMAS INTERNATIONAL SECURITIES EXCHANGE,XBAA,XBAA,WWW.BISXBAHAMAS.COM
BARBADOS STOCK EXCHANGE,XBAB,XBAB,WWW.BSE.COM.BB
BARBADOS STOCK EXCHANGE - JUNIOR MARKET,BAJM,XBAB,WWW.BSE.COM.BB
BAHRAIN BOURSE,XBAH,XBAH,WWW.BAHRAINBOURSE.COM.BH
BANGALORE STOCK EXCHANGE LTD,XBAN,XBAN,WWW.BGSE.CO.IN
"MERCHBOLSA AGENCIA DE VALORES, S.A.",XBAV,XBAV,
BOLSA BRASILIERA DE FUTUROS,XBBF,XBBF,
JAKARTA FUTURES EXCHANGE (BURSA BERJANGKA JAKARTA),XBBJ,XBBJ,WWW.BBJ-JFX.COM
PERIMETER FINANCIAL CORP. - BLOCKBOOK ATS,XBBK,XBBK,WWW.PFIN.CA
BOLSA DE COMERCIO DE CORDOBA,XBCC,XBCC,WWW.BOLSACBA.COM.AR
MERCADO DE VALORES DE CORDOBA S.A.,MVCX,XBCC,WWW.MERVALCORDOBA.COM.AR
BUDAPEST COMMODITY EXCHANGE,XBCE,XBCE,
LA BOLSA ELECTRONICA DE CHILE,XBCL,XBCL,WWW.BOLCHILE.CL
BOLSA DE COMERCIO DE MENDOZA S.A.,XBCM,XBCM,WWW.BOLSAMZA.COM.AR
MERCADO DE VALORES DE MENDOZA S.A.,XBCX,XBCM,WWW.MERVALMZA.COM.AR
BOLSA CENTROAMERICANA DE VALORES S.A.,XBCV,XBCV,WWW.BCV.HN
BERMUDA STOCK EXCHANGE LTD,XBDA,XBDA,WWW.BSX.COM
BOERSE BERLIN - REGULIERTER MARKT,BERA,XBER,WWW.BERLIN-BOERSE.DE
BOERSE BERLIN - FREIVERKEHR,BERB,XBER,WWW.BERLIN-BOERSE.DE
BOERSE BERLIN - BERLIN SECOND REGULATED MARKET,BERC,XBER,WWW.BERLIN-BOERSE.DE
BOERSE BERLIN,XBER,XBER,WWW.BOERSE-BERLIN.DE
ZOBEX,ZOBX,XBER,WWW.BOERSE-BERLIN.DE
BOERSE BERLIN EQUIDUCT TRADING - REGULIERTER MARKT,EQTA,XBER,WWW.EQUIDUCT-TRADING.DE
BOERSE BERLIN EQUIDUCT TRADING - BERLIN SECOND REGULATED MARKET,EQTB,XBER,WWW.EQUIDUCT-TRADING.DE
BOERSE BERLIN EQUIDUCT TRADING - FREIVERKEHR,EQTC,XBER,WWW.EQUIDUCT-TRADING.DE
BOERSE BERLIN EQUIDUCT TRADING - OTC,EQTD,XBER,WWW.EQUIDUCT-TRADING.DE
BOERSE BERLIN EQUIDUCT TRADING,XEQT,XBER,WWW.EQUIDUCT-TRADING.DE
BOURSE DE BEYROUTH - BEIRUT STOCK EXCHANGE,XBEY,XBEY,WWW.BSE.COM.LB
BELGIAN FUTURES AND OPTIONS EXCHANGE,XBFO,XBFO,
MARKET FOR ALTERNATIVE INVESTMENT,XMAI,XBKK,WWW.SET.OR.TH
STOCK EXCHANGE OF THAILAND,XBKK,XBKK,WWW.SET.OR.TH
STOCK EXCHANGE OF THAILAND - FOREIGN BOARD,XBKF,XBKK,WWW.SET.OR.TH
BLUENEXT,XBLN,XBLN,WWW.BLUENEXT.EU
"BOLSA NACIONAL DE VALORES, S.A.",XBNV,XBNV,WWW.BOLSACR.COM
BOLSA DE VALORES DE COLOMBIA,XBOG,XBOG,WWW.BVC.COM.CO
BOLSA BOLIVIANA DE VALORES S.A.,XBOL,XBOL,WWW.BOLSA-VALORES-BOLIVIA.COM
BSE LTD,XBOM,XBOM,WWW.BSEINDIA.COM
BSE SME,BSME,XBOM,WWW.BSESME.COM
BOTSWANA STOCK EXCHANGE - EXCHANGE TRADED FUNDS (ETF),BOTE,XBOT,WWW.BSE.CO.BW
BOTSWANA STOCK EXCHANGE,XBOT,XBOT,WWW.BSE.CO.BW
BOTSWANA STOCK EXCHANGE - VENTURE CAPITAL,BOTV,XBOT,WWW.BSE.CO.BW
BRATISLAVA STOCK EXCHANGE,XBRA,XBRA,WWW.BSSE.SK
BREMER WERTPAPIERBOERSE,XBRE,XBRE,
ROMANIAN  COMMODITIES EXCHANGE,XBRM,XBRM,WWW.BRM.RO
BX WORLDCAPS,EQWB,XBRN,WWW.BXSWISS.COM
BX SWISS AG,XBRN,XBRN,"WWW.BXSWISS.COM, WWW.BERNE-X.COM"
EURONEXT - VENTES PUBLIQUES BRUSSELS,VPXB,XBRU,WWW.EURONEXT.COM
EURONEXT - TRADING FACILITY BRUSSELS,TNLB,XBRU,WWW.EURONEXT.COM
EURONEXT - EURONEXT BRUSSELS,XBRU,XBRU,WWW.EURONEXT.COM
EURONEXT - EURONEXT BRUSSELS - DERIVATIVES,XBRD,XBRU,WWW.EURONEXT.COM
BOURSE REGIONALE DES VALEURS MOBILIERES,XBRV,XBRV,WWW.BRVM.ORG
RASDAQ,XRAS,XBSE,WWW.BVB.RO
SPOT REGULATED MARKET - BVB,XBSE,XBSE,WWW.BVB.RO
DERIVATIVES REGULATED MARKET - BVB,XBSD,XBSE,WWW.BVB.RO
BROKERTEC FUTURES EXCHANGE,XBTF,XBTF,
BUDAPEST STOCK EXCHANGE,XBUD,XBUD,WWW.BET.HU
XTEND,XTND,XBUD,WWW.BET.HU
BOLSA DE COMERCIO DE BUENOS AIRES,XBUE,XBUE,WWW.BCBA.SBA.COM.AR
MERCADO DE VALORES DE BUENOS AIRES S.A.,XMEV,XBUE,WWW.MERVAL.SBA.COM.AR
BULGARIAN STOCK EXCHANGE,XBUL,XBUL,WWW.BSE-SOFIA.BG
BULGARIAN STOCK EXCHANGE - ALTERNATIVE MARKET,ABUL,XBUL,WWW.BSE-SOFIA.BG
CAPE VERDE STOCK EXCHANGE,XBVC,XBVC,WWW.BVC.CV
BOLSA DE VALORES DO PARANA,XBVP,XBVP,
BOLSA DE VALORES DE LA REPUBLICA DOMINICANA SA.,XBVR,XBVR,WWW.BOLSARD.COM
EGYPTIAN EXCHANGE,XCAI,XCAI,WWW.EGYPTSE.COM
CALCUTTA STOCK EXCHANGE,XCAL,XCAL,WWW.CSE-INDIA.COM
CASABLANCA STOCK EXCHANGE,XCAS,XCAS,WWW.CASABLANCA-BOURSE.COM
CAYMAN ISLANDS STOCK EXCHANGE,XCAY,XCAY,WWW.CSX.COM.KY
CBOE STOCK EXCHANGE,CBSX,XCBO,WWW.CBSX.COM
CBOE FUTURES EXCHANGE,XCBF,XCBO,WWW.CFE.CBOE.COM
CHICAGO BOARD OF TRADE,XCBT,XCBT,WWW.CBOT.COM
CHICAGO BOARD OF TRADE (FLOOR),FCBT,XCBT,WWW.CBOT.COM
KANSAS CITY BOARD OF TRADE,XKBT,XCBT,WWW.KCBT.COM
CHUBU COMMODITY EXCHANGE,XCCE,XCCE,
"CHICAGO CLIMATE EXCHANGE, INC",XCCX,XCCX,WWW.CHICAGOCLIMATEEXCHANGE.COM
BAXTER FINANCIAL SERVICES,XCDE,XCDE,WWW.BAXTER-FX.COM
UZBEK COMMODITY EXCHANGE,XCET,XCET,WWW.UZEX.COM
CHINA FOREIGN EXCHANGE TRADE SYSTEM,XCFE,XCFE,WWW.CHINAMONEY.COM.CN
CANTOR FINANCIAL FUTURES EXCHANGE,XCFF,XCFF,WWW.CANTOR.COM
CHINESE GOLD & SILVER EXCHANGE SOCIETY,XCGS,XCGS,WWW.CGSE.COM.HK
CHITTAGONG STOCK EXCHANGE LTD.,XCHG,XCHG,WWW.CSEBD.COM
THE INTERNATIONAL STOCK EXCHANGE,XCIE,XCIE,WWW.TISEGROUP.COM
CHICAGO MERCANTILE EXCHANGE (FLOOR),FCME,XCME,WWW.CME.COM
INTERNATIONAL MONETARY MARKET,XIMM,XCME,WWW.CME.COM
CHICAGO MERCANTILE EXCHANGE,XCME,XCME,WWW.CME.COM
CME GLOBEX,GLBX,XCME,WWW.CME.COM
INDEX AND OPTIONS MARKET,XIOM,XCME,WWW.CME.COM
CME SWAPS MARKETS (CME),CMES,XCME,WWW.CMEGROUP.COM
CME SWAPS MARKETS (CBOT),CBTS,XCME,WWW.CMEGROUP.COM
CME SWAPS MARKETS (NYMEX),NYMS,XCME,WWW.CMEGROUP.COM
CME SWAPS MARKETS (COMEX),CECS,XCME,WWW.CMEGROUP.COM
BOLSA DE COMERCIO CONFEDERADA S.A.,XCNF,XCNF,WWW.BOLSANOR.COM
COLOMBO STOCK EXCHANGE,XCOL,XCOL,WWW.CSE.LK
ICMA,XCOR,XCOR,WWW.ICMA-GROUP.ORG
CHICAGO RICE AND COTTON EXCHANGE,XCRC,XCRC,
CROATIAN POWER EXCHANGE,XCRO,XCRO,WWW.CROPEX.HR
"NEW YORK COCOA, COFFEE AND SUGAR EXCHANGE",XCSC,XCSC,
NASDAQ COPENHAGEN A/S - NORDIC@MID,DCSE,XCSE,WWW.NASDAQOMXNORDIC.COM
NASDAQ COPENHAGEN A/S,XCSE,XCSE,WWW.NASDAQOMXNORDIC.COM
FIRST NORTH DENMARK - AUCTION ON DEMAND,MNDK,XCSE,WWW.NASDAQOMXNORDIC.COM
FIRST NORTH DENMARK,FNDK,XCSE,WWW.NASDAQOMXNORDIC.COM
